color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#CCAE51,11,396,NA,NA,Afro-Asiatic,saya1246,kraftchadic-Seya,{},9.69441,9.71748,Africa,NA,Seya,1143
#51CCCC,20,1410,NA,NA,Indo-European,sese1246,wold-SeychellesCreole,{},-4.62314,55.4503,Africa,NA,Seychelles Creole,3042
#51CC70,4,1303,NA,NA,Tai-Kadai,shan1277,ids-409,{},21.5995,98.0342,Eurasia,NA,Shan,958
#51CC70,4,1306,NA,NA,Tai-Kadai,shan1277,ids-410,{},21.5995,98.0342,Eurasia,NA,Shan (Northern Shan dialect),960
#598033,25,606,NA,NA,Atlantic-Congo,ikiz1238,tls-ShashiSiz,{},-1.9915,34.3589,Africa,NA,Shashi_siz,1877
#805033,18,792,NA,NA,Hmong-Mien,shee1238,chenhmongmien-She,{},23.0399,114.814,Eurasia,NA,She,281
#338080,27,735,NA,NA,Sino-Tibetan,shen1252,beidasinitic-Shenyang,{},41.804990599999996,123.1563167,NA,NA,Shenyang,61
#338080,12,226,NA,NA,Sino-Tibetan,sher1256,abrahammonpa-SherdukpenRupa,{},NA,NA,NA,NA,Sherdukpen Rupa,29
#338080,12,225,NA,NA,Sino-Tibetan,sher1256,abrahammonpa-SherdukpenShergaon,{},NA,NA,NA,NA,Sherdukpen Shergaon,30
#338080,9,394,NA,NA,Sino-Tibetan,sher1261,bodtkhobwa-Shergaon,{},NA,NA,NA,NA,Shergaon,75
#336380,4,917,NA,NA,Pano-Tacanan,ship1254,ids-281,{},-7.17105,-74.8219,South America,NA,Shipibo-Conibo,896
#598033,25,644,NA,NA,Atlantic-Congo,shub1238,tls-Shubi,{},-2.97663,31.0681,Africa,NA,Shubi,1878
#51CCCC,17,96,NA,NA,Indo-European,shug1248,diacl-51050,{},37.5018,71.7925,Eurasia,NA,Shughni,518
#51CC70,23,507,NA,NA,Tai-Kadai,sand1270,castrosui-ShuiweiSouthernSandong,{},NA,NA,Eurasia,NA,Shuiwei,261
#51CC70,23,505,NA,NA,Tai-Kadai,sand1270,castrosui-ShuiyaoSouthernSandong,{},NA,NA,Eurasia,NA,Shuiyao,262
#338080,3,850,NA,NA,Sino-Tibetan,west1506,yanglalo-Shuizhuping,{},24.73,98.9,Eurasia,NA,Shuizhuping,3055
#CC5151,30,56,NA,NA,Nuclear Trans New Guinea,sial1240,transnewguineaorg-sialum,{},-6.07688,147.574,Papunesia,NA,Sialum,2693
#CC5151,30,179,NA,NA,Nuclear Trans New Guinea,sian1257,transnewguineaorg-siane,{},-6.13188,145.247,Papunesia,NA,Siane,2694
#CC5151,30,44,NA,NA,Nuclear Trans New Guinea,sian1257,transnewguineaorg-siane-kovena,{},-6.13188,145.247,Papunesia,NA,Siane (Kovena Dialect),2695
#CC518B,30,101,NA,NA,Amto-Musan,siaw1243,transnewguineaorg-siawi,{},-4.05312,141.42,Papunesia,NA,Siawi,2696
#598033,25,600,NA,NA,Atlantic-Congo,siha1242,tls-Siha,{},NA,NA,Africa,NA,Siha,1879
#CC5151,26,299,NA,NA,Nuclear Trans New Guinea,siha1245,zgraggenmadang-sihan,{},-5.28029,145.574,Papunesia,NA,sihan,3130
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,siha1245,transnewguineaorg-sihan,{},-5.28029,145.574,Papunesia,NA,Sihan,2697
#598033,25,451,NA,NA,Atlantic-Congo,siha1242,tls-Sihaunn,{},NA,NA,Africa,NA,Siha.unn,1880
#803333,16,570,NA,NA,Austronesian,sika1262,lexirumah-sika1262-hewa,{},-8.67302,122.38,Papunesia,NA,"Sika, Hewa",1458
#803333,15,311,NA,NA,Austronesian,sika1261,tryonsolomon-sikaiana,{},-8.378194,162.72952,Papunesia,NA,Sikaiana,2991
#803333,16,153,NA,NA,Austronesian,sika1262,lexirumah-sika1262-maume,{},-8.67302,122.38,Papunesia,NA,"Sika, Maumere",1459
#5170CC,30,211,NA,NA,Lakes Plain,sika1263,transnewguineaorg-sikaritai,{},-2.80285,138.287,Papunesia,NA,Sikaritai,2698
#803333,16,467,NA,NA,Austronesian,tana1283,lexirumah-sika1262-tanai,{},NA,NA,Papunesia,NA,"Sika, Tana Ai",1460
#CC5151,26,295,NA,NA,Nuclear Trans New Guinea,sile1255,zgraggenmadang-sileibi,{},-4.98243,145.225,Papunesia,NA,sileibi,3131
#CC5151,30,286,NA,NA,Nuclear Trans New Guinea,sile1255,transnewguineaorg-sileibi,{},-4.98243,145.225,Papunesia,NA,Sileibi,2699
#CC5151,30,109,NA,NA,Nuclear Trans New Guinea,sili1249,transnewguineaorg-silimo,{},-4.52544,139.003,Papunesia,NA,Silimo,2700
#CC5151,30,18,NA,NA,Nuclear Trans New Guinea,sili1249,transnewguineaorg-silimo-south-ngalik,{},-4.52544,139.003,Papunesia,NA,Silimo (South Ngalik Dialect),2701
#CC51AE,30,43,NA,NA,Nuclear Torricelli,sili1247,transnewguineaorg-siliput,{},-3.60838,142.397,Papunesia,NA,Siliput,2702
#CC5151,26,294,NA,NA,Nuclear Trans New Guinea,silo1240,zgraggenmadang-silopi,{},-5.12302,145.586,Papunesia,NA,silopi,3132
#CC5151,30,287,NA,NA,Nuclear Trans New Guinea,silo1240,transnewguineaorg-silopi,{},-5.12302,145.586,Papunesia,NA,Silopi,2703
#CC5180,30,100,NA,NA,Angan,simb1255,transnewguineaorg-simbari,{},-7.02259,145.603,Papunesia,NA,Simbari,2704
#803333,15,311,NA,NA,Austronesian,simb1256,tryonsolomon-simbo,{},-8.26947,156.541,Papunesia,NA,Simbo,2992
#CC51AE,30,38,NA,NA,Nuclear Torricelli,sina1269,transnewguineaorg-sinagen,{},-3.42446,142.367,Papunesia,NA,Sinagen,2705
#803333,30,233,NA,NA,Austronesian,sina1266,transnewguineaorg-sinaugoro,{},-9.79791,147.861,Papunesia,NA,Sinaugoro,2706
#803333,17,70,NA,NA,Austronesian,cent2089,diacl-29000,{},8.12701,123.018,Papunesia,NA,Sindangan,365
#51CCCC,17,81,NA,NA,Indo-European,sind1272,diacl-49300,{},26,69,Eurasia,NA,Sindhi,507
#51CCCC,17,87,NA,NA,Indo-European,sinh1246,diacl-49600,{},8,81,Eurasia,NA,Sinhalese,509
#CC5151,26,294,NA,NA,Nuclear Trans New Guinea,sins1241,zgraggenmadang-sinsauru,{},-5.64336,145.599,Papunesia,NA,sinsauru,3133
#CC5151,30,284,NA,NA,Nuclear Trans New Guinea,sins1241,transnewguineaorg-sinsauru,{},-5.64336,145.599,Papunesia,NA,Sinsauru,2708
#803333,17,70,NA,NA,Austronesian,west2557,diacl-28800,{},7.79964,122.341,Papunesia,NA,Siocon,364
#768033,10,299,NA,NA,Tucanoan,sion1247,hubercolumbian-Siona,{},0.31733,-76.0237,South America,NA,Siona,744
#768033,4,755,NA,NA,Tucanoan,sion1247,ids-256,{},0.31733,-76.0237,South America,NA,Siona,869
#803333,17,99,NA,NA,Austronesian,sira1267,diacl-8700,{},22.9777,120.315,Papunesia,NA,Siraya,656
#768033,10,337,NA,NA,Tucanoan,siri1274,hubercolumbian-Siriano,{},0.436515,-70.184,South America,NA,Siriano,745
#61CC51,4,706,NA,NA,Tupian,siri1273,ids-291,{},-15.5298,-63.9688,South America,NA,Sirionó,907
#CC5151,26,293,NA,NA,Nuclear Trans New Guinea,siro1249,zgraggenmadang-siroi,{},-5.52893,145.994,Papunesia,NA,siroi,3134
#CC5151,30,282,NA,NA,Nuclear Trans New Guinea,siro1249,transnewguineaorg-siroi,{},-5.52893,145.994,Papunesia,NA,Siroi,2709
#CC5151,30,58,NA,NA,Nuclear Trans New Guinea,sile1255,transnewguineaorg-sirva,{},-4.98243,145.225,Papunesia,NA,Sirva,2710
#806C33,1,937,NA,NA,Uralic,skol1241,northeuralex-sms,{},68.8326,29.7204,Eurasia,NA,Skolt Sami,1666
#8351CC,30,83,NA,NA,Sko,nucl1634,transnewguineaorg-skou,{},-2.64378,140.902,Papunesia,NA,Skou,2711
#51CCCC,1,951,NA,NA,Indo-European,slov1269,northeuralex-slk,{},48.545705,18.78479,Eurasia,NA,Slovak,1660
#51CCCC,17,87,NA,NA,Indo-European,slov1268,diacl-37550,{},46.2543,14.7766,Eurasia,NA,Slovene,417
#51CCCC,1,950,NA,NA,Indo-European,slov1268,northeuralex-slv,{},46.2543,14.7766,Eurasia,NA,Slovene,1661
#803333,16,478,NA,NA,Austronesian,cent2074,lexirumah-soaa1237,{},-8.6778,121.04764,Papunesia,NA,So'a,1463
#803333,30,17,NA,NA,Austronesian,sobe1238,transnewguineaorg-sobei,{},-1.86998,138.75,Papunesia,NA,Sobei,2712
#51CCCC,17,96,NA,NA,Indo-European,sogd1245,diacl-51100,{},NA,NA,Eurasia,NA,Sogdian,519
#CC5151,30,194,NA,NA,Nuclear Trans New Guinea,somm1240,transnewguineaorg-som,{},-6.07366,146.651,Papunesia,NA,Som,2713
#CC5151,30,153,NA,NA,Nuclear Trans New Guinea,buru1306,transnewguineaorg-burum,{},-6.51663,147.333,Papunesia,NA,Somba-Siawari (Burum Dialect),2120
#CC5151,30,154,NA,NA,Nuclear Trans New Guinea,buru1306,transnewguineaorg-mindik,{},-6.51663,147.333,Papunesia,NA,Somba-Siawari (Mindik Dialect),2450
#6C51CC,8,248,NA,NA,Songhay,koyr1240,hantganbangime-Songhai_Kiini,{},16.192,-3.73962,Africa,NA,Songhai_Kiini,686
#6C51CC,8,267,NA,NA,Songhay,humb1243,hantganbangime-Songhai_Senni,{},15.2948,-1.69301,Africa,NA,Songhai_Senni,687
#CCC551,30,95,NA,NA,Bosavi,soni1260,transnewguineaorg-sonia,{},-6.42736,142.589,Papunesia,NA,Sonia,2714
#598033,25,645,NA,NA,Atlantic-Congo,temi1247,tls-Sonjo,{},-2.19303,35.8035,Africa,NA,Sonjo,1881
#CC5151,26,293,NA,NA,Nuclear Trans New Guinea,sopp1247,zgraggenmadang-sop,{},-5.49605,145.361,Papunesia,NA,sop,3135
#CC5151,30,284,NA,NA,Nuclear Trans New Guinea,sopp1247,transnewguineaorg-sop,{},-5.49605,145.361,Papunesia,NA,Sop,2715
#BD51CC,16,258,NA,NA,East Bird's Head,mani1235,lexirumah-mani1235,{},-1.49611,133.95,Papunesia,NA,Sougb,1390
#803333,16,189,NA,NA,Austronesian,sout2883,lexirumah-sout2883,{},-7.94359,129.8,Papunesia,NA,"Southeast Babar, Kokwari",1464
#803333,16,84,NA,NA,Austronesian,sout2883,lexirumah-sout2883-letwu,{},-7.94359,129.8,Papunesia,NA,"Southeast Babar, Letwurung",1465
#CC8051,17,86,NA,NA,Turkic,sout2694,diacl-68489,{},50.1347,86.8705,Eurasia,NA,Southern Altai,650
#51CC70,4,1257,NA,NA,Tai-Kadai,sout2741,ids-419,{},25.8874,109.222,Eurasia,NA,Southern Kam,969
#763380,30,118,NA,NA,Kiwaian,sout2950,transnewguineaorg-southern-kiwai,{},NA,NA,Papunesia,NA,Southern Kiwai,2717
#763380,30,109,NA,NA,Kiwaian,sout2949,transnewguineaorg-tureture,{},-8.64889,143.244,Papunesia,NA,Southern Kiwai (Tureture Dialect),2765
#803333,16,251,NA,NA,Austronesian,mamb1306,lexirumah-mamb1306,{},-9.19552,125.475,Papunesia,NA,"Southern Mambae, Ainaro",1378
#803333,16,179,NA,NA,Austronesian,guuu1237,lexirumah-guuu1237-lolib,{},NA,NA,Papunesia,NA,Southern Muna,1245
#338080,17,6,NA,NA,Sino-Tibetan,sout2728,diacl-68414,{},31.5392,103.384,Eurasia,NA,Southern Qiang,617
#806C33,1,942,NA,NA,Uralic,sout2674,northeuralex-sma,{},62.8801,13.7006,Eurasia,NA,Southern Sami,1662
#51CC70,4,1303,NA,NA,Tai-Kadai,sout2746,ids-402,{},6.85668,99.7031,Eurasia,NA,Southern Tai (Songkhla variety),951
#8FCC51,5,97,NA,NA,Pama-Nyungan,walm1241,bowernpny-SouthernWalmajarri,{},-19.7229,126.113,Australia,NA,Southern Walmajarri,206
#803374,1,665,NA,NA,Yukaghir,sout2750,northeuralex-yux,{},64.218,154.375,Eurasia,NA,Southern Yukaghir,1681
#803333,16,231,NA,NA,Austronesian,mamb1306,lexirumah-mamb1306-Sbeta,{},-9.19552,125.475,Papunesia,NA,"South Mambae, Betano",1386
#803333,16,239,NA,NA,Austronesian,mamb1306,lexirumah-mamb1306-Sudo,{},-9.19552,125.475,Papunesia,NA,"South Mambae, Hatu-Udo",1388
#803333,16,381,NA,NA,Austronesian,mamb1306,lexirumah-mamb1306-Slete,{},-9.19552,125.475,Papunesia,NA,"South Mambae, Letefoho",1387
#338071,30,97,NA,NA,Border,sowa1245,transnewguineaorg-sowanda,{},-3.28373,140.92,Papunesia,NA,Sowanda,2718
#6CCC51,30,40,NA,NA,Sentanic,demt1241,transnewguineaorg-sowari,{},-2.38475,140.166,Papunesia,NA,Sowari,2719
#51CCCC,17,190,NA,NA,Indo-European,stan1288,diacl-54800,{},40.4414,-1.11788,Eurasia,NA,Spanish,555
#51CCCC,4,1308,NA,NA,Indo-European,stan1288,ids-176,{},40.4414,-1.11788,Eurasia,NA,Spanish,791
#51CCCC,1,951,NA,NA,Indo-European,stan1288,northeuralex-spa,{},40.4414,-1.11788,Eurasia,NA,Spanish,1667
#598033,25,492,NA,NA,Atlantic-Congo,asut1235,tls-SPare,{},-4.17978,37.8323,Africa,NA,S_pare,1872
#51CCCC,1,951,NA,NA,Indo-European,alba1267,northeuralex-sqi,{},NA,NA,Eurasia,NA,Standard Albanian,1668
#CCAE51,17,3,NA,NA,Afro-Asiatic,stan1318,diacl-68433,{},27.9625,43.8525,Eurasia,NA,Standard Arabic,623
#CCAE51,1,951,NA,NA,Afro-Asiatic,stan1318,northeuralex-arb,{},27.9625,43.8525,Eurasia,NA,Standard Arabic,1579
#C8CC51,30,40,NA,NA,Inanwatan,suab1238,transnewguineaorg-suabo,{},-2.07971,132.157,Papunesia,NA,Suabo,2720
#598033,25,628,NA,NA,Atlantic-Congo,suba1238,tls-Suba,{},-0.95719,34.1033,Africa,NA,Suba,1882
#593380,16,402,NA,NA,Timor-Alor-Pantar,sibo1242,lexirumah-sibo1242,{},NA,NA,Papunesia,NA,Suboo,1456
#593380,16,305,NA,NA,Timor-Alor-Pantar,sibo1242,lexirumah-sibo1242-atii,{},NA,NA,Papunesia,NA,"Suboo, Atiibaai",1457
#CC5151,30,259,NA,NA,Nuclear Trans New Guinea,suen1241,transnewguineaorg-suena,{},-7.76339,147.534,Papunesia,NA,Suena,2721
#CC5151,30,84,NA,NA,Nuclear Trans New Guinea,suen1241,transnewguineaorg-suena-yema-yarawe,{},-7.76339,147.534,Papunesia,NA,Suena (Yema-Yarawe Dialect),2722
#51CC70,4,1169,NA,NA,Tai-Kadai,suii1243,ids-415,{},24.0488,106.563,Eurasia,NA,Sui,965
#51CC65,30,77,NA,NA,Suki-Gogodala,suki1245,transnewguineaorg-suki,{},-8.04783,141.842,Papunesia,NA,Suki,2723
#598033,25,582,NA,NA,Atlantic-Congo,suku1261,tls-Sukuma,{},-3.16082,32.8765,Africa,NA,Sukuma,1883
#338080,14,744,NA,NA,Sino-Tibetan,bugu1245,suntb-Sulong,{},NA,NA,Eurasia,NA,Sulung [Puroik],1759
#CC5151,26,293,NA,NA,Nuclear Trans New Guinea,suma1270,zgraggenmadang-sumau,{},-5.48556,145.474,Papunesia,NA,sumau,3136
#CC5151,30,283,NA,NA,Nuclear Trans New Guinea,suma1270,transnewguineaorg-sumau,{},-5.48556,145.474,Papunesia,NA,Sumau,2724
#598033,25,572,NA,NA,Atlantic-Congo,sumb1240,tls-Sumbwa,{},-3.47335,31.9457,Africa,NA,Sumbwa,1884
#803333,17,101,NA,NA,Austronesian,sund1252,diacl-30300,{},-6.89708,107.106,Papunesia,NA,Sundanese,373
#338080,6,484,NA,NA,Sino-Tibetan,sunw1242,halenepal-Sunwar,{},27.5201,86.2476,Eurasia,NA,Sunwar,671
#CCAE51,11,413,NA,NA,Afro-Asiatic,mwag1236,kraftchadic-Sura,{},9.47205,8.96522,Africa,NA,Sura,1144
#338046,4,963,NA,NA,Austroasiatic,suri1265,ids-836,{},NA,NA,Eurasia,NA,Surin Khmer,1079
#61CC51,17,253,NA,NA,Tupian,suru1262,diacl-60800,{},-11.0989,-61.2818,South America,NA,Suruí Paitér,593
#338080,27,734,NA,NA,Sino-Tibetan,suzh1234,beidasinitic-Suzhou,{},31.3280439,120.364116,NA,NA,Suzhou,62
#51CC87,17,282,NA,NA,Kartvelian,svan1243,diacl-56700,{},42.9134,42.5915,Eurasia,NA,Svan,567
#598033,20,1397,NA,NA,Atlantic-Congo,swah1253,wold-Swahili,{},-8.25605,37.624,Africa,NA,Swahili,3043
#51CCCC,17,192,NA,NA,Indo-European,swed1254,diacl-41200,{},59.800634,17.389526,Eurasia,NA,Swedish,446
#51CCCC,4,1306,NA,NA,Indo-European,swed1254,ids-187,{},59.800634,17.389526,Eurasia,NA,Swedish,802
#51CCCC,1,951,NA,NA,Indo-European,swed1254,northeuralex-swe,{},59.800634,17.389526,Eurasia,NA,Swedish,1669
#51CCCC,17,101,NA,NA,Indo-European,swis1247,diacl-42800,{},47.0516,8.46419,Eurasia,NA,Swiss German,461
#8F51CC,17,86,NA,NA,Nakh-Daghestanian,taba1259,diacl-68479,{},42.0198,47.8379,Eurasia,NA,Tabasaran,643
#8F51CC,4,1297,NA,NA,Nakh-Daghestanian,taba1259,ids-67,{},42.0198,47.8379,Eurasia,NA,Tabasaran (Northern dialect Khanag subdialect),1027
#8F51CC,4,1296,NA,NA,Nakh-Daghestanian,sout2752,ids-68,{},NA,NA,Eurasia,NA,Tabasaran (Southern dialect),1028
#805333,30,98,NA,NA,Tabo,tabo1241,transnewguineaorg-tabo,{},-8.09387,143.305,Papunesia,NA,Tabo,2725
#80336C,30,201,NA,NA,Lower Sepik-Ramu,tabr1243,transnewguineaorg-tabriak,{},-4.49162,143.593,Papunesia,NA,Tabriak,2726
#336380,4,902,NA,NA,Pano-Tacanan,taca1256,ids-276,{},-13.39249,-68.04056,South America,NA,Tacana,890
#803333,17,70,NA,NA,Austronesian,tbol1240,diacl-29100,{},6.20377,124.538,Papunesia,NA,Tagabili,366
#803333,17,107,NA,NA,Austronesian,taga1270,diacl-29200,{},14.06,121.747,Papunesia,NA,Tagalog,367
#803333,17,103,NA,NA,Austronesian,tahi1242,diacl-13900,{},-17.6485,-149.45,Papunesia,NA,Tahitian,299
#338071,30,67,NA,NA,Border,taik1255,transnewguineaorg-taikat,{},-2.9408,140.7495,Papunesia,NA,Taikat,2727
#51CC70,4,1305,NA,NA,Tai-Kadai,khun1259,ids-408,{},19.6062,99.3363,Eurasia,NA,Tai Khün,957
#51CC70,4,1239,NA,NA,Tai-Kadai,luuu1242,ids-407,{},21.0321,101.282,Eurasia,NA,Tai Lü,956
#CC5180,30,100,NA,NA,Angan,tain1253,transnewguineaorg-tainae,{},-7.40306,145.682,Papunesia,NA,Tainae,2728
#CC5151,30,152,NA,NA,Nuclear Trans New Guinea,nort2920,transnewguineaorg-tairora-north,{},-6.51563,145.959,Papunesia,NA,"Tairora, North",2729
#CC5151,30,160,NA,NA,Nuclear Trans New Guinea,sout2943,transnewguineaorg-tairora-south,{},-6.35337,145.883,Papunesia,NA,"Tairora, South",2730
#803350,30,100,NA,NA,Eleman,tair1256,transnewguineaorg-tairuma,{},-7.94866,145.732,Papunesia,NA,Tairuma,2731
#51CCCC,17,95,NA,NA,Indo-European,taji1245,diacl-52200,{},38.8213,68.5549,Eurasia,NA,Tajik,531
#803333,20,1286,NA,NA,Austronesian,taki1248,wold-Takia,{},-4.69057,145.975,Papunesia,NA,Takia,3044
#803333,15,314,NA,NA,Austronesian,tali1259,tryonsolomon-talise,{},-9.76764,160.231,Papunesia,NA,Talise,2993
#51CCCC,17,43,NA,NA,Indo-European,taly1247,diacl-52300,{},38.4552,48.6349,Eurasia,NA,Talysh,532
#528033,30,96,NA,NA,Kayagaric,tama1336,transnewguineaorg-tamagario,{},-6.64493,138.892,Papunesia,NA,Tamagario,2732
#338080,6,541,NA,NA,Sino-Tibetan,west2415,halenepal-SahuTamang,{},28.0239,85.0563,Eurasia,NA,Tamang (Sahu),669
#51CC76,16,48,NA,NA,Tambora,tamb1257,lexirumah-tamb1257,{},-8.25,118,Papunesia,NA,Tambora,1468
#338054,4,1245,NA,NA,Dravidian,tami1289,ids-708,{},10.520219,78.825989,Eurasia,NA,Tamil,1038
#338054,1,951,NA,NA,Dravidian,tami1289,northeuralex-tam,{},10.520219,78.825989,Eurasia,NA,Tamil,1670
#51CCA4,30,40,NA,NA,Tanahmerah,tana1288,transnewguineaorg-tanahmerah,{},-2.5523,133.18,Papunesia,NA,Tanahmerah,2733
#803333,15,312,NA,NA,Austronesian,tand1254,tryonsolomon-tandai,{},NA,NA,Papunesia,NA,Tandai,2994
#803333,30,7,NA,NA,Austronesian,tand1253,transnewguineaorg-tandia,{},-2.84228,134.532,Papunesia,NA,Tandia,2734
#803333,15,214,NA,NA,Austronesian,tane1237,tryonsolomon-tanema,{},-11.68,166.97,Papunesia,NA,Tanema,2995
#CCAE51,11,400,NA,NA,Afro-Asiatic,nucl1696,kraftchadic-Tangale,{},9.75444,11.3228,Africa,NA,Tangale,1145
#80336C,30,57,NA,NA,Lower Sepik-Ramu,tang1355,transnewguineaorg-tanggu,{},-4.4621,144.916,Papunesia,NA,Tanggu,2735
#338080,19,549,NA,NA,Sino-Tibetan,sino1246,marrisonnaga-Tangkhul,{},NA,NA,NA,NA,Tangkhul,1542
#CC5151,30,205,NA,NA,Nuclear Trans New Guinea,tang1353,transnewguineaorg-tangko,{},-5.13343,140.269,Papunesia,NA,Tangko,2736
#51CC70,23,504,NA,NA,Tai-Kadai,anya1244,castrosui-TangnianYangAn,{},NA,NA,Eurasia,NA,Tangnian,263
#338080,19,224,NA,NA,Sino-Tibetan,mosa1240,marrisonnaga-MoshangTangsa,{},NA,NA,Eurasia,NA,Tangsa (Moshang),1532
#338080,19,142,NA,NA,Sino-Tibetan,yogl1238,marrisonnaga-YogliTangsa,{},NA,NA,Eurasia,NA,Tangsa (Yogli),1550
#51CC70,23,503,NA,NA,Tai-Kadai,sand1270,castrosui-TangzhouWesternSandong,{},NA,NA,Eurasia,NA,Tangzhou,264
#803333,15,294,NA,NA,Austronesian,tani1255,tryonsolomon-tanimbili,{},-11.2975,166.507,Papunesia,NA,Tanimbili,2996
#768033,10,337,NA,NA,Tucanoan,tani1257,hubercolumbian-Tanimuca,{},-0.59023,-70.3853,South America,NA,Tanimuca,746
#803333,17,26,NA,NA,Austronesian,babu1240,diacl-30800,{},24.0017,120.585,Papunesia,NA,Taokas,376
#51CC9E,10,147,NA,NA,Arawakan,tari1256,hubercolumbian-Tariano,{},0.440205,-68.9042,South America,NA,Tariano,747
#CCAE51,20,1303,NA,NA,Afro-Asiatic,tari1263,wold-TarifiytBerber,{},34.916974,-3.430616,Africa,NA,Tarifiyt Berber,3045
#803333,30,25,NA,NA,Austronesian,tarp1240,transnewguineaorg-tarpia,{},-2.322279,140.115497,Papunesia,NA,Tarpia,2737
#803333,15,300,NA,NA,Austronesian,chek1238,tryonsolomon-tataba,{},-8.27055,159.625,Papunesia,NA,Tataba,2997
#CC8051,1,951,NA,NA,Turkic,tata1255,northeuralex-tat,{},55,50,Eurasia,NA,Tatar,1671
#768033,10,328,NA,NA,Tucanoan,tatu1247,hubercolumbian-Tatuyo,{},0.55582,-70.5327,South America,NA,Tatuyo,748
#6F3380,30,167,NA,NA,Goilalan,taua1242,transnewguineaorg-tauade,{},-8.3486,147.094,Papunesia,NA,Tauade,2738
#CC9151,30,118,NA,NA,Taulil-Butam,taul1251,transnewguineaorg-taulil,{},-4.44425,152.095,Papunesia,NA,Taulil,2739
#5170CC,30,196,NA,NA,Lakes Plain,taus1252,transnewguineaorg-tause,{},-2.8406,136.899,Papunesia,NA,Tause,2740
#5170CC,30,154,NA,NA,Lakes Plain,deir1239,transnewguineaorg-tause-deirate,{},NA,NA,Papunesia,NA,Tause (Deirate Dialect),2741
#5170CC,30,132,NA,NA,Lakes Plain,weir1238,transnewguineaorg-tause-weirate,{},NA,NA,Papunesia,NA,Tause (Weirate Dialect),2742
#803333,17,68,NA,NA,Austronesian,taus1251,diacl-29600,{},5.12236,118.88,Papunesia,NA,Tausug,370
#CC5151,26,285,NA,NA,Nuclear Trans New Guinea,tauy1241,zgraggenmadang-tauya,{},-5.74255,145.366,Papunesia,NA,tauya,3137
#CC5151,30,279,NA,NA,Nuclear Trans New Guinea,tauy1241,transnewguineaorg-tauya,{},-5.74255,145.366,Papunesia,NA,Tauya,2743
#803333,15,306,NA,NA,Austronesian,kahu1241,tryonsolomon-tawaroga,{},-10.6963,162.191,Papunesia,NA,Tawaroga,2998
#A651CC,30,99,NA,NA,Teberan,tebe1252,transnewguineaorg-tebera,{},NA,NA,Papunesia,NA,Tebera,2744
#CC5D51,30,88,NA,NA,Pauwasi,dubu1240,transnewguineaorg-tebi,{},-3.62591,140.768,Papunesia,NA,Tebi,2745
#519ECC,8,286,NA,NA,Dogon,tebu1239,hantganbangime-Tebul_Ure,{},14.66,-3.1,Africa,NA,Tebul_Ure,688
#CC51C5,30,37,NA,NA,West Bird's Head,tehi1237,transnewguineaorg-tehit,{},-1.51049,131.985,Papunesia,NA,Tehit,2746
#33806A,4,668,NA,NA,Chonan,tehu1242,ids-310,{},-47.5796,-68.3235,South America,NA,Tehuelche,926
#593380,2,372,NA,NA,Timor-Alor-Pantar,teiw1235,robinsonap-teiwa,{},-8.37662,124.174,Papunesia,NA,Teiwa,1692
#593380,16,381,NA,NA,Timor-Alor-Pantar,teiw1235,lexirumah-teiw1235-adiab,{},-8.37662,124.174,Papunesia,NA,"Teiwa, Adiabang",1471
#593380,30,112,NA,NA,Timor-Alor-Pantar,dein1238,transnewguineaorg-teiwa-deing,{},NA,NA,Papunesia,NA,Teiwa (Deing Dialect),2747
#593380,16,565,NA,NA,Timor-Alor-Pantar,leba1239,lexirumah-teiw1235,{},NA,NA,Papunesia,NA,"Teiwa, Lebang",1470
#593380,30,112,NA,NA,Timor-Alor-Pantar,leba1239,transnewguineaorg-teiwa-lebang,{},NA,NA,Papunesia,NA,Teiwa (Lebang Dialect),2748
#593380,30,112,NA,NA,Timor-Alor-Pantar,mada1286,transnewguineaorg-teiwa-madar,{},NA,NA,Papunesia,NA,Teiwa (Madar Dialect),2749
#593380,16,383,NA,NA,Timor-Alor-Pantar,teiw1235,lexirumah-teiw1235-nule,{},-8.37662,124.174,Papunesia,NA,"Teiwa, Nule",1472
#593380,30,112,NA,NA,Timor-Alor-Pantar,teiw1235,transnewguineaorg-teiwa-sargang,{},-8.37662,124.174,Papunesia,NA,Teiwa (Sargang Dialect),2750
#803333,16,192,NA,NA,Austronesian,tela1241,lexirumah-tela1241,{},-8.01195,129.687,Papunesia,NA,Tela-Masbuar,1473
#CC5151,30,119,NA,NA,Nuclear Trans New Guinea,tele1256,transnewguineaorg-telefol,{},-5.07444,141.731,Papunesia,NA,Telefol,2751
#338054,4,1217,NA,NA,Dravidian,telu1262,ids-709,{},16.4529,78.7024,Eurasia,NA,Telugu,1039
#338054,1,951,NA,NA,Dravidian,telu1262,northeuralex-tel,{},16.4529,78.7024,Eurasia,NA,Telugu,1672
#338080,19,4,NA,NA,Sino-Tibetan,teng1273,marrisonnaga-Tengsa,{},NA,NA,NA,NA,Tengsa,1543
#803333,16,472,NA,NA,Austronesian,term1237,lexirumah-term1237,{},-10.7326,123.169,Papunesia,NA,Termanu,1474
#803333,16,252,NA,NA,Austronesian,tetu1246,lexirumah-tetu1246,{},-8.58405,125.583,Papunesia,NA,Tetun Dili,1476
